epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,278.008,0.77987,2.11182,0.77474,1.16465,0.83922,0.88637,0.91966,0.74274,0.73048,0.67925,0.68488,0.41965,0.764,2.53149,0.78641,1.1932,0.0007526,0.0007526,0.0007526
128,280.057,0.73912,1.62168,0.69343,1.10749,0.83922,0.88637,0.91966,0.74274,0.73048,0.67925,0.68488,0.41965,0.764,2.53149,0.78641,1.1932,0.0007427,0.0007427,0.0007427
129,282.028,0.67909,1.37439,0.59772,1.02677,0.87104,0.89217,0.9409,0.72875,0.79172,0.71724,0.73021,0.45885,0.74393,2.33724,0.73092,1.18767,0.0007328,0.0007328,0.0007328
130,284.007,0.65809,1.24738,0.59712,1.04942,0.87104,0.89217,0.9409,0.72875,0.79172,0.71724,0.73021,0.45885,0.74393,2.33724,0.73092,1.18767,0.0007229,0.0007229,0.0007229
131,285.984,0.79593,1.79935,0.75406,1.14482,0.87104,0.89217,0.9409,0.72875,0.79172,0.71724,0.73021,0.45885,0.74393,2.33724,0.73092,1.18767,0.000713,0.000713,0.000713
132,287.99,0.68572,1.21099,0.62881,1.07392,0.94065,0.88679,0.94761,0.71972,0.80336,0.73585,0.71812,0.45672,0.76837,2.40938,0.67902,1.20553,0.0007031,0.0007031,0.0007031
133,291.344,0.75955,1.75262,0.72893,1.1006,0.94065,0.88679,0.94761,0.71972,0.80336,0.73585,0.71812,0.45672,0.76837,2.40938,0.67902,1.20553,0.0006932,0.0006932,0.0006932
134,293.354,1.04216,2.32866,0.90866,1.4019,0.94065,0.88679,0.94761,0.71972,0.80336,0.73585,0.71812,0.45672,0.76837,2.40938,0.67902,1.20553,0.0006833,0.0006833,0.0006833
135,295.276,0.66773,1.39984,0.64679,1.03586,0.9498,0.92453,0.94955,0.71887,0.82252,0.81132,0.77148,0.51585,0.81846,2.31981,0.67282,1.24256,0.0006734,0.0006734,0.0006734
136,297.242,0.74209,1.50162,0.71036,1.11327,0.9498,0.92453,0.94955,0.71887,0.82252,0.81132,0.77148,0.51585,0.81846,2.31981,0.67282,1.24256,0.0006635,0.0006635,0.0006635
137,299.124,0.62211,1.21824,0.62665,1.02213,0.88783,0.9434,0.94006,0.74493,0.80315,0.77358,0.76012,0.52231,0.73358,2.0274,0.67445,1.16074,0.0006536,0.0006536,0.0006536
138,302.207,0.7945,1.85647,0.77384,1.19549,0.88783,0.9434,0.94006,0.74493,0.80315,0.77358,0.76012,0.52231,0.73358,2.0274,0.67445,1.16074,0.0006437,0.0006437,0.0006437
139,304.132,0.67927,1.40182,0.69576,1.05588,0.88783,0.9434,0.94006,0.74493,0.80315,0.77358,0.76012,0.52231,0.73358,2.0274,0.67445,1.16074,0.0006338,0.0006338,0.0006338
140,306.061,0.75887,1.78363,0.72881,1.17415,0.92108,0.84906,0.93534,0.77983,0.82543,0.77358,0.78631,0.53821,0.67027,2.00499,0.61991,1.1196,0.0006239,0.0006239,0.0006239
141,307.981,0.74371,1.52258,0.69745,1.11709,0.92108,0.84906,0.93534,0.77983,0.82543,0.77358,0.78631,0.53821,0.67027,2.00499,0.61991,1.1196,0.000614,0.000614,0.000614
142,309.972,0.66464,1.39796,0.60818,1.04434,0.92108,0.84906,0.93534,0.77983,0.82543,0.77358,0.78631,0.53821,0.67027,2.00499,0.61991,1.1196,0.0006041,0.0006041,0.0006041
143,312.033,0.64759,1.39051,0.6224,1.06173,0.81787,0.93209,0.92687,0.77545,0.77714,0.78959,0.78329,0.54545,0.67216,2.01808,0.61679,1.12227,0.0005942,0.0005942,0.0005942
144,313.935,0.71006,1.22673,0.64866,1.10191,0.81787,0.93209,0.92687,0.77545,0.77714,0.78959,0.78329,0.54545,0.67216,2.01808,0.61679,1.12227,0.0005843,0.0005843,0.0005843
145,315.867,0.78322,1.58073,0.75125,1.15066,0.85636,0.89995,0.90805,0.75971,0.73601,0.79245,0.72947,0.47124,0.67156,2.34654,0.62137,1.11232,0.0005744,0.0005744,0.0005744
146,317.74,0.77165,1.44368,0.67178,1.10223,0.85636,0.89995,0.90805,0.75971,0.73601,0.79245,0.72947,0.47124,0.67156,2.34654,0.62137,1.11232,0.0005645,0.0005645,0.0005645
147,319.687,0.62295,1.22331,0.58804,1.03324,0.85636,0.89995,0.90805,0.75971,0.73601,0.79245,0.72947,0.47124,0.67156,2.34654,0.62137,1.11232,0.0005546,0.0005546,0.0005546
148,321.553,0.81417,1.97911,0.76593,1.19572,0.83078,0.86792,0.88727,0.73312,0.73552,0.77358,0.74412,0.44517,0.67134,2.45053,0.65704,1.13098,0.0005447,0.0005447,0.0005447
149,323.754,0.72856,1.48194,0.64853,1.11599,0.83078,0.86792,0.88727,0.73312,0.73552,0.77358,0.74412,0.44517,0.67134,2.45053,0.65704,1.13098,0.0005348,0.0005348,0.0005348
150,325.819,0.68126,1.47814,0.67337,1.05506,0.83078,0.86792,0.88727,0.73312,0.73552,0.77358,0.74412,0.44517,0.67134,2.45053,0.65704,1.13098,0.0005249,0.0005249,0.0005249
151,329.731,0.68151,1.34962,0.64191,1.05948,0.80077,0.77358,0.81254,0.6652,0.72639,0.64151,0.63302,0.34337,0.80812,3.18734,0.77902,1.27692,0.000515,0.000515,0.000515
152,332.19,0.66716,1.55717,0.67219,1.06235,0.80077,0.77358,0.81254,0.6652,0.72639,0.64151,0.63302,0.34337,0.80812,3.18734,0.77902,1.27692,0.0005051,0.0005051,0.0005051
153,335.225,0.68993,1.40578,0.63747,1.07879,0.75509,0.75628,0.78782,0.61595,0.75175,0.54717,0.55504,0.31858,0.93652,3.38006,0.87108,1.3789,0.0004952,0.0004952,0.0004952
154,338.233,0.75132,1.60849,0.73938,1.11172,0.75509,0.75628,0.78782,0.61595,0.75175,0.54717,0.55504,0.31858,0.93652,3.38006,0.87108,1.3789,0.0004853,0.0004853,0.0004853
155,340.118,0.62294,1.21582,0.57897,1.03328,0.75509,0.75628,0.78782,0.61595,0.75175,0.54717,0.55504,0.31858,0.93652,3.38006,0.87108,1.3789,0.0004754,0.0004754,0.0004754
156,343.113,0.61898,1.44065,0.62527,1.05425,0.81065,0.80782,0.85858,0.66675,0.70414,0.67367,0.67538,0.34661,0.8386,3.13088,0.77987,1.26833,0.0004655,0.0004655,0.0004655
157,346.229,0.69258,1.53366,0.65635,1.11236,0.81065,0.80782,0.85858,0.66675,0.70414,0.67367,0.67538,0.34661,0.8386,3.13088,0.77987,1.26833,0.0004556,0.0004556,0.0004556
158,349.746,0.71454,1.53876,0.6673,1.14656,0.81065,0.80782,0.85858,0.66675,0.70414,0.67367,0.67538,0.34661,0.8386,3.13088,0.77987,1.26833,0.0004457,0.0004457,0.0004457
159,351.577,0.63127,1.15017,0.59876,1.05443,0.75252,0.83019,0.86867,0.67135,0.73813,0.60377,0.66877,0.35979,0.8436,2.93473,0.8149,1.25112,0.0004358,0.0004358,0.0004358
160,353.423,0.52216,1.04946,0.48325,0.98123,0.75252,0.83019,0.86867,0.67135,0.73813,0.60377,0.66877,0.35979,0.8436,2.93473,0.8149,1.25112,0.0004259,0.0004259,0.0004259
161,355.328,0.62365,1.3803,0.57386,1.0456,0.79578,0.84906,0.89861,0.69265,0.80111,0.60807,0.70987,0.37532,0.78851,2.73121,0.79064,1.20149,0.000416,0.000416,0.000416
162,357.159,0.58657,1.06672,0.52332,1.00941,0.79578,0.84906,0.89861,0.69265,0.80111,0.60807,0.70987,0.37532,0.78851,2.73121,0.79064,1.20149,0.0004061,0.0004061,0.0004061
163,359.494,0.56013,1.08303,0.51846,1.00972,0.79578,0.84906,0.89861,0.69265,0.80111,0.60807,0.70987,0.37532,0.78851,2.73121,0.79064,1.20149,0.0003962,0.0003962,0.0003962
164,362.633,0.63992,1.50224,0.58491,1.05983,0.82738,0.81396,0.90447,0.72387,0.70551,0.67925,0.68315,0.38,0.71885,2.64277,0.72021,1.14026,0.0003863,0.0003863,0.0003863
165,365.29,0.67793,1.46613,0.60358,1.07206,0.82738,0.81396,0.90447,0.72387,0.70551,0.67925,0.68315,0.38,0.71885,2.64277,0.72021,1.14026,0.0003764,0.0003764,0.0003764
166,367.166,0.6554,1.36252,0.5943,1.0696,0.82738,0.81396,0.90447,0.72387,0.70551,0.67925,0.68315,0.38,0.71885,2.64277,0.72021,1.14026,0.0003665,0.0003665,0.0003665
167,369.014,0.58468,0.97785,0.54046,0.99473,0.87798,0.81459,0.92648,0.74883,0.79133,0.71556,0.73204,0.38222,0.7033,2.60245,0.67502,1.11687,0.0003566,0.0003566,0.0003566
168,371.631,0.55408,0.91623,0.47452,0.95654,0.87798,0.81459,0.92648,0.74883,0.79133,0.71556,0.73204,0.38222,0.7033,2.60245,0.67502,1.11687,0.0003467,0.0003467,0.0003467
169,373.628,0.68068,1.37941,0.64638,1.10052,0.78564,0.92453,0.93545,0.77545,0.74368,0.77358,0.75569,0.41158,0.66209,2.47203,0.65904,1.09882,0.0003368,0.0003368,0.0003368
170,375.451,0.60271,1.24386,0.54568,1.05164,0.78564,0.92453,0.93545,0.77545,0.74368,0.77358,0.75569,0.41158,0.66209,2.47203,0.65904,1.09882,0.0003269,0.0003269,0.0003269
171,377.334,0.79785,1.82965,0.73441,1.18331,0.78564,0.92453,0.93545,0.77545,0.74368,0.77358,0.75569,0.41158,0.66209,2.47203,0.65904,1.09882,0.000317,0.000317,0.000317
172,379.226,0.58723,1.25753,0.57248,1.00172,0.84012,0.84906,0.92781,0.78963,0.75092,0.75472,0.72309,0.44363,0.645,2.40971,0.65325,1.09397,0.0003071,0.0003071,0.0003071
173,382.703,0.64671,1.30129,0.6297,1.03443,0.84012,0.84906,0.92781,0.78963,0.75092,0.75472,0.72309,0.44363,0.645,2.40971,0.65325,1.09397,0.0002972,0.0002972,0.0002972
174,385.32,0.65569,1.29741,0.56101,1.03459,0.84012,0.84906,0.92781,0.78963,0.75092,0.75472,0.72309,0.44363,0.645,2.40971,0.65325,1.09397,0.0002873,0.0002873,0.0002873
175,387.912,0.66008,1.22652,0.58116,1.05859,0.83835,0.88074,0.92531,0.78871,0.78456,0.82458,0.78881,0.47121,0.6365,2.36241,0.64792,1.08683,0.0002774,0.0002774,0.0002774
176,389.826,0.57201,1.03911,0.52831,0.99126,0.83835,0.88074,0.92531,0.78871,0.78456,0.82458,0.78881,0.47121,0.6365,2.36241,0.64792,1.08683,0.0002675,0.0002675,0.0002675
177,391.769,0.64851,1.32915,0.58894,1.05591,0.82336,0.87956,0.92203,0.78659,0.75287,0.8048,0.77861,0.46003,0.62048,2.29982,0.6476,1.07285,0.0002576,0.0002576,0.0002576
178,394.68,0.58162,1.27867,0.52467,0.99995,0.82336,0.87956,0.92203,0.78659,0.75287,0.8048,0.77861,0.46003,0.62048,2.29982,0.6476,1.07285,0.0002477,0.0002477,0.0002477
179,396.803,0.69106,1.47474,0.64119,1.0956,0.82336,0.87956,0.92203,0.78659,0.75287,0.8048,0.77861,0.46003,0.62048,2.29982,0.6476,1.07285,0.0002378,0.0002378,0.0002378
180,398.623,0.65559,1.3202,0.59563,1.05753,0.82153,0.88679,0.92691,0.78841,0.82566,0.71698,0.78451,0.49172,0.61557,2.24173,0.63551,1.06582,0.0002279,0.0002279,0.0002279
181,400.455,0.52416,0.87469,0.49319,0.98903,0.82153,0.88679,0.92691,0.78841,0.82566,0.71698,0.78451,0.49172,0.61557,2.24173,0.63551,1.06582,0.000218,0.000218,0.000218
182,402.309,0.68657,1.54447,0.65016,1.10642,0.82153,0.88679,0.92691,0.78841,0.82566,0.71698,0.78451,0.49172,0.61557,2.24173,0.63551,1.06582,0.0002081,0.0002081,0.0002081
183,404.206,0.56622,0.95005,0.5211,0.98878,0.85072,0.8603,0.9312,0.79124,0.86247,0.75472,0.83706,0.50955,0.61642,2.14022,0.60739,1.06756,0.0001982,0.0001982,0.0001982
184,406.054,0.5917,1.22217,0.55508,1.03193,0.85072,0.8603,0.9312,0.79124,0.86247,0.75472,0.83706,0.50955,0.61642,2.14022,0.60739,1.06756,0.0001883,0.0001883,0.0001883
185,408.082,0.61837,1.24704,0.58373,1.05556,0.93906,0.81132,0.93722,0.78269,0.86989,0.75472,0.8572,0.53803,0.61154,2.057,0.59202,1.06927,0.0001784,0.0001784,0.0001784
186,409.938,0.59787,1.2089,0.52279,1.01626,0.93906,0.81132,0.93722,0.78269,0.86989,0.75472,0.8572,0.53803,0.61154,2.057,0.59202,1.06927,0.0001685,0.0001685,0.0001685
187,411.828,0.57319,1.20254,0.5339,0.99259,0.93906,0.81132,0.93722,0.78269,0.86989,0.75472,0.8572,0.53803,0.61154,2.057,0.59202,1.06927,0.0001586,0.0001586,0.0001586
188,414.744,0.56411,1.07227,0.51162,0.98148,0.94502,0.83019,0.94103,0.79397,0.90207,0.79245,0.88089,0.5671,0.62153,1.96978,0.57625,1.08249,0.0001487,0.0001487,0.0001487
189,416.645,0.58177,1.12814,0.52659,1.01517,0.94502,0.83019,0.94103,0.79397,0.90207,0.79245,0.88089,0.5671,0.62153,1.96978,0.57625,1.08249,0.0001388,0.0001388,0.0001388
190,418.859,0.59996,1.2727,0.5477,1.03774,0.94502,0.83019,0.94103,0.79397,0.90207,0.79245,0.88089,0.5671,0.62153,1.96978,0.57625,1.08249,0.0001289,0.0001289,0.0001289
191,448.138,0.71031,1.41656,0.76476,1.17053,0.92389,0.81132,0.93813,0.80284,0.88058,0.77358,0.85207,0.58151,0.62904,1.90744,0.56757,1.09968,0.000119,0.000119,0.000119
192,449.941,0.62512,1.35574,0.80712,1.04626,0.92389,0.81132,0.93813,0.80284,0.88058,0.77358,0.85207,0.58151,0.62904,1.90744,0.56757,1.09968,0.0001091,0.0001091,0.0001091
193,451.901,0.6438,1.26096,0.80142,1.16376,0.85726,0.90651,0.94334,0.80058,0.82441,0.79245,0.84153,0.60169,0.6044,1.88032,0.54543,1.08274,9.92e-05,9.92e-05,9.92e-05
194,453.916,0.61643,1.29191,0.69273,1.13492,0.85726,0.90651,0.94334,0.80058,0.82441,0.79245,0.84153,0.60169,0.6044,1.88032,0.54543,1.08274,8.93e-05,8.93e-05,8.93e-05
195,455.89,0.61118,1.35708,0.70875,1.09565,0.85726,0.90651,0.94334,0.80058,0.82441,0.79245,0.84153,0.60169,0.6044,1.88032,0.54543,1.08274,7.94e-05,7.94e-05,7.94e-05
196,457.871,0.68391,1.20345,0.82338,1.15002,0.85545,0.92453,0.9457,0.80912,0.84255,0.81132,0.84218,0.62466,0.59128,1.89558,0.5482,1.07465,6.95e-05,6.95e-05,6.95e-05
197,459.675,0.63942,1.2304,0.70217,1.13125,0.85545,0.92453,0.9457,0.80912,0.84255,0.81132,0.84218,0.62466,0.59128,1.89558,0.5482,1.07465,5.96e-05,5.96e-05,5.96e-05
198,461.406,0.52656,1.28975,0.63833,1.01262,0.85545,0.92453,0.9457,0.80912,0.84255,0.81132,0.84218,0.62466,0.59128,1.89558,0.5482,1.07465,4.97e-05,4.97e-05,4.97e-05
199,463.157,0.67244,1.26457,0.69486,1.13155,0.8593,0.92453,0.94883,0.8211,0.82711,0.83019,0.84419,0.61982,0.5785,1.95583,0.56314,1.06131,3.98e-05,3.98e-05,3.98e-05
200,464.87,0.57113,1.27911,0.65599,1.03564,0.8593,0.92453,0.94883,0.8211,0.82711,0.83019,0.84419,0.61982,0.5785,1.95583,0.56314,1.06131,2.99e-05,2.99e-05,2.99e-05
